UDH_Atlas,T_freq_basico,T_freq_fund,T_freq_medio,T_freq_superior,I_ESCOLARIDADE,I_FREQ_PROP,IDHM,IDHM_E,IDHM_L,IDHM_R
1355030829043,97.73,98.34,82.51,35.10,0.777,0.909,0.885,0.863,0.916,0.876
1355030829044,98.08,98.85,90.35,35.10,0.777,0.909,0.885,0.863,0.916,0.876
1355030830001,96.38,99.11,75.95,48.82,0.891,0.861,0.932,0.871,0.936,0.994
1355030830002,98.34,98.56,85.65,56.83,0.904,0.911,0.952,0.909,0.948,1.000
1355030830003,97.23,97.96,80.42,43.04,0.918,0.869,0.943,0.885,0.949,1.000
1355030830004,95.82,97.38,75.19,44.00,0.932,0.823,0.933,0.858,0.946,1.000
1355030830005,97.51,99.27,83.84,48.49,0.900,0.886,0.944,0.891,0.943,1.000
1355030830006,97.18,98.94,81.77,45.32,0.893,0.909,0.928,0.904,0.928,0.952
1355030830007,95.97,97.59,79.60,55.01,0.899,0.877,0.944,0.884,0.951,1.000
1355030830008,96.58,98.84,80.20,49.16,0.869,0.897,0.925,0.888,0.930,0.958
1355030830009,97.27,97.98,83.37,48.30,0.879,0.853,0.915,0.862,0.929,0.956
1355030830010,97.82,99.18,87.87,50.44,0.938,0.907,0.955,0.917,0.949,1.000
1355030830011,98.85,99.32,90.02,51.62,0.941,0.827,0.935,0.863,0.947,1.000
1355030830012,93.32,94.53,69.60,49.16,0.869,0.897,0.925,0.888,0.930,0.958
1355030830013,88.55,93.20,33.29,4.95,0.472,0.678,0.683,0.601,0.792,0.668
1355030830014,95.36,96.70,72.35,48.49,0.900,0.886,0.944,0.891,0.943,1.000
1355030830015,93.32,94.53,69.60,49.16,0.869,0.897,0.925,0.888,0.930,0.958
1355030830016,94.04,95.79,48.18,28.50,0.743,0.840,0.827,0.806,0.901,0.779
1355030830017,98.08,98.79,77.88,49.52,0.876,0.842,0.929,0.853,0.941,1.000
1355030830018,89.47,93.56,44.84,5.45,0.396,0.598,0.661,0.521,0.804,0.689
1355030830019,89.33,94.95,32.94,11.42,0.569,0.753,0.733,0.686,0.825,0.695
1355030830020,88.55,92.14,27.27,4.95,0.472,0.678,0.683,0.601,0.792,0.668
1355030830021,94.04,95.79,48.18,28.50,0.743,0.840,0.827,0.806,0.901,0.779
1355030831001,95.21,97.51,72.60,46.98,0.809,0.877,0.906,0.854,0.926,0.939
1355030831002,95.63,97.66,73.03,28.73,0.675,0.795,0.815,0.753,0.906,0.794
1355030831003,93.76,95.25,64.85,27.40,0.668,0.784,0.812,0.743,0.906,0.794
1355030831004,93.96,97.24,68.64,25.05,0.715,0.818,0.836,0.782,0.911,0.819
1355030831005,96.70,98.31,76.03,34.22,0.801,0.856,0.869,0.837,0.914,0.859
1355030831006,95.19,96.62,64.05,18.84,0.616,0.735,0.771,0.693,0.882,0.751
1355030831007,90.97,94.41,66.04,19.13,0.649,0.790,0.783,0.740,0.872,0.743
1355030831008,95.49,98.40,57.22,11.94,0.585,0.720,0.746,0.672,0.852,0.724
1355030831009,93.93,95.63,68.15,30.91,0.722,0.811,0.816,0.780,0.899,0.775
1355030831010,96.42,97.87,62.69,18.60,0.655,0.789,0.788,0.742,0.880,0.750
1355030831011,95.19,96.62,64.05,18.84,0.616,0.735,0.771,0.693,0.882,0.751
1355030831012,92.03,93.99,64.48,15.95,0.678,0.734,0.796,0.715,0.902,0.782
1355030831013,94.82,97.83,60.12,19.13,0.649,0.790,0.783,0.740,0.872,0.743
1355030831014,88.52,92.66,32.36,9.33,0.607,0.800,0.746,0.730,0.823,0.691
1355030831015,88.55,92.14,27.27,2.88,0.423,0.633,0.635,0.553,0.738,0.626
1355030831016,88.55,94.26,31.71,2.88,0.423,0.633,0.635,0.553,0.738,0.626
1355030831017,89.05,91.58,42.84,2.88,0.423,0.633,0.635,0.553,0.738,0.626
1355030831018,88.55,94.26,31.71,2.88,0.423,0.633,0.635,0.553,0.738,0.626
1355030831019,86.11,91.28,32.42,2.88,0.423,0.633,0.635,0.553,0.738,0.626
1355030831020,92.03,93.99,64.48,15.95,0.678,0.734,0.796,0.715,0.902,0.782
1355030831021,96.58,98.05,75.22,46.98,0.809,0.877,0.906,0.854,0.926,0.939
1355030831022,85.40,91.66,25.60,5.86,0.533,0.727,0.700,0.656,0.787,0.663
1355030831023,88.55,94.26,31.71,2.88,0.423,0.633,0.635,0.553,0.738,0.626
1355030831024,94.93,96.50,60.03,14.73,0.574,0.703,0.731,0.657,0.839,0.708
1355030831025,94.93,96.50,60.03,14.73,0.574,0.703,0.731,0.657,0.839,0.708
1355030831026,95.19,96.62,64.05,18.84,0.616,0.735,0.771,0.693,0.882,0.751
1355030831027,92.03,93.99,64.48,15.95,0.678,0.734,0.796,0.715,0.902,0.782
1355030831028,94.93,96.50,60.03,14.73,0.574,0.703,0.731,0.657,0.839,0.708
1355030831029,84.05,87.56,37.92,5.86,0.533,0.727,0.700,0.656,0.787,0.663
1355030831030,88.55,94.26,31.71,5.86,0.533,0.727,0.700,0.656,0.787,0.663
1355030831031,89.33,94.95,32.94,5.86,0.533,0.727,0.700,0.656,0.787,0.663
1355030831032,89.05,91.58,42.84,5.86,0.533,0.727,0.700,0.656,0.787,0.663
1355030831033,93.98,94.69,53.15,11.42,0.569,0.753,0.733,0.686,0.825,0.695
1355030831034,93.77,96.15,46.05,11.42,0.569,0.753,0.733,0.686,0.825,0.695
1355030831035,93.01,96.74,48.29,18.84,0.616,0.735,0.771,0.693,0.882,0.751
1355030831036,91.18,95.06,46.19,14.73,0.574,0.703,0.731,0.657,0.839,0.708
1355030831037,84.05,87.56,37.92,5.86,0.533,0.727,0.700,0.656,0.787,0.663
1355030831038,92.80,96.38,57.02,9.33,0.607,0.800,0.746,0.730,0.823,0.691
1355030831039,93.98,94.69,53.15,11.42,0.569,0.753,0.733,0.686,0.825,0.695
1355030831040,95.19,96.62,64.05,18.84,0.616,0.735,0.771,0.693,0.882,0.751
1355030831041,88.54,92.53,34.28,5.86,0.533,0.727,0.700,0.656,0.787,0.663
1355030831042,87.88,92.00,22.46,2.88,0.423,0.633,0.635,0.553,0.738,0.626
1355030831043,84.05,87.56,37.92,5.86,0.533,0.727,0.700,0.656,0.787,0.663
1355030831044,88.55,94.26,31.71,2.88,0.423,0.633,0.635,0.553,0.738,0.626
1355030831045,84.05,87.56,37.92,5.86,0.533,0.727,0.700,0.656,0.787,0.663
1355030831046,87.43,90.32,45.28,11.42,0.569,0.753,0.733,0.686,0.825,0.695
1355030831047,93.04,95.96,64.18,15.68,0.645,0.779,0.764,0.731,0.850,0.717
1355030831048,94.82,97.83,60.12,19.13,0.649,0.790,0.783,0.740,0.872,0.743
1355030831049,84.05,87.56,37.92,5.86,0.533,0.727,0.700,0.656,0.787,0.663
1355030831050,96.82,97.95,71.86,34.22,0.801,0.856,0.869,0.837,0.914,0.859
1355030831051,93.28,94.89,64.44,25.05,0.715,0.818,0.836,0.782,0.911,0.819
1355030831053,91.92,95.25,42.51,5.86,0.533,0.727,0.700,0.656,0.787,0.663
1355030831054,84.05,87.56,37.92,5.86,0.533,0.727,0.700,0.656,0.787,0.663
1355030831055,95.49,98.40,57.22,11.94,0.585,0.720,0.746,0.672,0.852,0.724
1355030831056,88.55,94.26,31.71,2.88,0.423,0.633,0.635,0.553,0.738,0.626
1355030831060,93.98,94.69,53.15,11.42,0.569,0.753,0.733,0.686,0.825,0.695
1355030831061,95.56,98.19,48.66,15.68,0.645,0.779,0.764,0.731,0.850,0.717
1355030831062,95.56,98.19,48.66,15.68,0.645,0.779,0.764,0.731,0.850,0.717
1355030831063,88.07,93.71,42.96,11.42,0.569,0.753,0.733,0.686,0.825,0.695
1355030831064,88.55,94.26,31.71,2.88,0.423,0.633,0.635,0.553,0.738,0.626
1355030831065,88.55,94.26,31.71,2.88,0.423,0.633,0.635,0.553,0.738,0.626
1355030831066,88.55,94.26,31.71,2.88,0.423,0.633,0.635,0.553,0.738,0.626
1355030831067,85.40,91.66,25.60,11.42,0.569,0.753,0.733,0.686,0.825,0.695
1355030831068,92.42,95.16,64.04,25.05,0.715,0.818,0.836,0.782,0.911,0.819
1355030831071,92.80,96.38,57.02,9.33,0.607,0.800,0.746,0.730,0.823,0.691
1355030831072,92.16,93.24,70.58,46.98,0.809,0.877,0.906,0.854,0.926,0.939
1355030831073,93.28,94.89,64.44,25.05,0.715,0.818,0.836,0.782,0.911,0.819
1355030831074,95.49,98.40,57.22,11.94,0.585,0.720,0.746,0.672,0.852,0.724
1355030831075,94.00,95.77,58.11,46.98,0.809,0.877,0.906,0.854,0.926,0.939
1355030831076,96.46,97.77,74.60,46.98,0.809,0.877,0.906,0.854,0.926,0.939
1355030831077,92.48,94.24,60.96,46.98,0.809,0.877,0.906,0.854,0.926,0.939
1355030831078,96.82,97.95,71.86,34.22,0.801,0.856,0.869,0.837,0.914,0.859
1355030831079,95.63,97.78,76.21,25.05,0.715,0.818,0.836,0.782,0.911,0.819
1355030831080,94.00,95.77,58.11,15.68,0.645,0.779,0.764,0.731,0.850,0.717
1355030831081,96.82,97.95,71.86,34.22,0.801,0.856,0.869,0.837,0.914,0.859
1355030831082,97.01,98.49,72.65,46.98,0.809,0.877,0.906,0.854,0.926,0.939
1355030831083,96.58,98.05,75.22,46.98,0.809,0.877,0.906,0.854,0.926,0.939
1355030831084,96.82,97.95,71.86,34.22,0.801,0.856,0.869,0.837,0.914,0.859
1355030831085,93.28,94.89,64.44,25.05,0.715,0.818,0.836,0.782,0.911,0.819
1355030831086,96.82,97.95,71.86,34.22,0.801,0.856,0.869,0.837,0.914,0.859
1355030831087,97.73,98.34,82.51,34.22,0.801,0.856,0.869,0.837,0.914,0.859
