UDH_Atlas,T_freq_basico,T_freq_fund,T_freq_medio,T_freq_superior,I_ESCOLARIDADE,I_FREQ_PROP,IDHM,IDHM_E,IDHM_L,IDHM_R
1355030811028,95.42,97.37,66.51,43.55,0.764,0.857,0.887,0.825,0.923,0.915
1355030811029,96.60,98.49,71.72,41.11,0.811,0.870,0.898,0.850,0.924,0.922
1355030811030,97.34,98.95,73.70,36.98,0.849,0.816,0.902,0.827,0.929,0.956
1355030811031,98.24,99.49,81.92,36.42,0.783,0.803,0.876,0.796,0.923,0.916
1355030811032,97.00,97.62,74.96,35.43,0.817,0.870,0.884,0.852,0.917,0.883
1355030811033,90.26,94.80,35.08,7.56,0.490,0.692,0.696,0.617,0.809,0.676
1355030811034,92.84,95.18,62.45,25.37,0.732,0.797,0.833,0.775,0.911,0.819
1355030811035,91.76,94.68,43.93,12.62,0.588,0.691,0.746,0.655,0.864,0.733
1355030811036,90.47,95.29,48.57,18.55,0.598,0.786,0.780,0.718,0.880,0.750
1355030811037,89.68,91.11,60.47,30.12,0.718,0.828,0.836,0.790,0.910,0.813
1355030811038,92.52,94.63,59.46,19.81,0.667,0.728,0.769,0.707,0.858,0.749
1355030811039,93.85,95.72,60.18,18.55,0.598,0.786,0.780,0.718,0.880,0.750
1355030811040,91.76,94.68,43.93,12.62,0.588,0.691,0.746,0.655,0.864,0.733
1355030811041,91.76,94.68,43.93,12.62,0.588,0.691,0.746,0.655,0.864,0.733
1355030811042,92.84,95.18,62.45,25.37,0.732,0.797,0.833,0.775,0.911,0.819
1355030811043,86.38,90.48,44.43,2.85,0.483,0.600,0.663,0.558,0.787,0.663
1355030811044,92.52,94.63,59.46,19.81,0.667,0.728,0.769,0.707,0.858,0.749
1355030811045,92.84,95.18,62.45,25.37,0.732,0.797,0.833,0.775,0.911,0.819
1355030811046,92.78,94.77,60.26,30.12,0.718,0.828,0.836,0.790,0.910,0.813
1355030811047,93.18,95.70,56.31,12.62,0.588,0.691,0.746,0.655,0.864,0.733
1355030811048,89.68,91.11,60.47,30.12,0.718,0.828,0.836,0.790,0.910,0.813
1355030811049,92.52,94.63,59.46,19.81,0.667,0.728,0.769,0.707,0.858,0.749
1355030811050,96.12,99.86,61.55,42.68,0.828,0.906,0.879,0.879,0.914,0.844
1355030811051,94.70,95.46,65.72,21.94,0.623,0.800,0.792,0.736,0.887,0.762
1355030811052,91.76,94.68,43.93,12.62,0.588,0.691,0.746,0.655,0.864,0.733
1355030811053,92.84,95.18,62.45,25.37,0.732,0.797,0.833,0.775,0.911,0.819
1355030811054,89.33,92.73,41.06,12.62,0.588,0.691,0.746,0.655,0.864,0.733
1355030811055,96.58,98.84,80.20,36.98,0.849,0.816,0.902,0.827,0.929,0.956
1355030811056,93.85,95.72,60.18,18.55,0.598,0.786,0.780,0.718,0.880,0.750
1355030811057,86.44,91.71,26.03,2.85,0.483,0.600,0.663,0.558,0.787,0.663
1355030811058,96.96,98.15,66.80,35.43,0.817,0.870,0.884,0.852,0.917,0.883
1355030811059,92.48,94.24,60.96,21.94,0.623,0.800,0.792,0.736,0.887,0.762
1355030811060,96.12,99.86,61.55,42.68,0.828,0.906,0.879,0.879,0.914,0.844
1355030811061,97.12,97.43,70.72,25.37,0.732,0.797,0.833,0.775,0.911,0.819
1355030811062,97.27,98.08,72.69,42.68,0.828,0.906,0.879,0.879,0.914,0.844
1355030811063,89.68,91.11,60.47,30.12,0.718,0.828,0.836,0.790,0.910,0.813
1355030811064,96.29,97.36,79.33,36.42,0.783,0.803,0.876,0.796,0.923,0.916
1355030811065,92.84,95.18,62.45,25.37,0.732,0.797,0.833,0.775,0.911,0.819
1355030811066,94.77,95.55,67.65,41.17,0.862,0.887,0.896,0.879,0.919,0.890
1355030811067,92.48,94.24,60.96,21.94,0.623,0.800,0.792,0.736,0.887,0.762
1355030811068,94.77,95.55,67.65,41.17,0.862,0.887,0.896,0.879,0.919,0.890
1355030811069,94.26,96.51,65.85,25.37,0.732,0.797,0.833,0.775,0.911,0.819
1355030811070,91.76,94.68,43.93,12.62,0.588,0.691,0.746,0.655,0.864,0.733
1355030811071,94.77,95.55,67.65,41.17,0.862,0.887,0.896,0.879,0.919,0.890
1355030811072,86.38,90.48,44.43,2.85,0.483,0.600,0.663,0.558,0.787,0.663
1355030811073,94.77,95.55,67.65,41.17,0.862,0.887,0.896,0.879,0.919,0.890
1355030811074,91.76,94.68,43.93,12.62,0.588,0.691,0.746,0.655,0.864,0.733
1355030811075,96.12,99.86,61.55,42.68,0.828,0.906,0.879,0.879,0.914,0.844
1355030811076,97.09,98.91,78.60,41.17,0.862,0.887,0.896,0.879,0.919,0.890
1355030811077,91.76,94.68,43.93,12.62,0.588,0.691,0.746,0.655,0.864,0.733
1355030811078,92.52,94.63,59.46,19.81,0.667,0.728,0.769,0.707,0.858,0.749
1355030811079,92.85,96.54,51.06,12.62,0.588,0.691,0.746,0.655,0.864,0.733
1355030811080,93.01,96.74,48.29,42.68,0.828,0.906,0.879,0.879,0.914,0.844
1355030811081,84.97,90.91,29.77,2.85,0.483,0.600,0.663,0.558,0.787,0.663
1355030811082,93.85,95.72,60.18,19.81,0.667,0.728,0.769,0.707,0.858,0.749
1355030811083,91.53,93.90,67.93,30.12,0.718,0.828,0.836,0.790,0.910,0.813
1355030812001,87.82,91.85,34.11,6.50,0.584,0.706,0.691,0.663,0.762,0.653
1355030812002,86.95,92.62,34.67,5.43,0.485,0.659,0.653,0.595,0.741,0.632
1355030812003,92.80,96.11,56.67,16.21,0.682,0.797,0.789,0.757,0.863,0.751
1355030812004,92.71,95.72,53.71,16.21,0.682,0.797,0.789,0.757,0.863,0.751
1355030812005,87.53,92.08,37.23,5.43,0.485,0.659,0.653,0.595,0.741,0.632
1355030812006,98.08,98.85,90.35,26.79,0.734,0.770,0.819,0.758,0.908,0.799
1355030812007,95.19,96.62,64.05,24.01,0.745,0.837,0.846,0.805,0.912,0.826
1355030812008,92.63,95.09,59.36,16.21,0.682,0.797,0.789,0.757,0.863,0.751
1355030812009,98.08,98.85,90.35,26.79,0.734,0.770,0.819,0.758,0.908,0.799
1355030812010,91.74,96.74,41.78,5.59,0.549,0.710,0.701,0.652,0.790,0.668
1355030812011,94.69,96.79,62.62,14.16,0.627,0.744,0.758,0.703,0.854,0.726
1355030812012,92.92,95.95,47.54,8.44,0.625,0.746,0.736,0.703,0.822,0.690
1355030812013,94.11,96.39,58.50,11.42,0.563,0.742,0.721,0.677,0.813,0.682
1355030812014,93.98,94.69,53.15,8.12,0.574,0.766,0.734,0.696,0.823,0.691
1355030812015,92.63,95.09,59.36,16.21,0.682,0.797,0.789,0.757,0.863,0.751
1355030812016,90.59,94.61,47.03,7.15,0.593,0.733,0.695,0.683,0.757,0.650
1355030812017,94.43,97.03,44.58,6.50,0.584,0.706,0.691,0.663,0.762,0.653
1355030812018,90.87,92.42,44.77,10.74,0.564,0.742,0.707,0.677,0.786,0.663
1355030812019,89.48,91.96,48.61,8.12,0.574,0.766,0.734,0.696,0.823,0.691
1355030812020,92.93,96.95,44.19,8.44,0.625,0.746,0.736,0.703,0.822,0.690
1355030812021,87.46,91.50,25.61,6.50,0.584,0.706,0.691,0.663,0.762,0.653
1355030812022,93.62,96.84,52.88,12.95,0.590,0.774,0.752,0.707,0.845,0.711
1355030812023,92.80,96.38,57.02,8.12,0.574,0.766,0.734,0.696,0.823,0.691
1355030812024,86.95,92.62,34.67,5.43,0.485,0.659,0.653,0.595,0.741,0.632
1355030812025,93.33,95.31,46.78,8.44,0.625,0.746,0.736,0.703,0.822,0.690
1355030812026,87.88,92.00,22.46,5.43,0.485,0.659,0.653,0.595,0.741,0.632
1355030812027,88.99,93.31,46.53,6.50,0.584,0.706,0.691,0.663,0.762,0.653
1355030812028,91.94,95.18,36.57,5.59,0.549,0.710,0.701,0.652,0.790,0.668
1355030812029,79.20,87.52,15.61,5.43,0.485,0.659,0.653,0.595,0.741,0.632
1355030812030,92.63,95.09,59.36,16.21,0.682,0.797,0.789,0.757,0.863,0.751
1355030812031,91.92,95.25,42.51,6.50,0.584,0.706,0.691,0.663,0.762,0.653
1355030812032,88.78,94.23,28.47,5.43,0.485,0.659,0.653,0.595,0.741,0.632
1355030812033,86.40,90.81,31.48,5.43,0.485,0.659,0.653,0.595,0.741,0.632
1355030812034,89.05,91.58,42.84,5.43,0.485,0.659,0.653,0.595,0.741,0.632
1355030812035,86.40,90.81,31.48,16.21,0.682,0.797,0.789,0.757,0.863,0.751
1355030812036,88.78,94.23,28.47,5.43,0.485,0.659,0.653,0.595,0.741,0.632
1355030812037,97.71,98.71,81.70,40.75,0.799,0.817,0.914,0.811,0.940,1.000
1355030812038,86.40,90.81,31.48,16.21,0.682,0.797,0.789,0.757,0.863,0.751
1355030812039,92.45,95.41,49.81,12.95,0.590,0.774,0.752,0.707,0.845,0.711
1355030812040,89.25,95.37,43.65,8.44,0.625,0.746,0.736,0.703,0.822,0.690
1355030812041,88.70,91.33,34.59,8.12,0.574,0.766,0.734,0.696,0.823,0.691
1355030812042,79.20,87.52,15.61,5.43,0.485,0.659,0.653,0.595,0.741,0.632
1355030812043,86.95,92.62,34.67,5.43,0.485,0.659,0.653,0.595,0.741,0.632
1355030812044,85.40,91.66,25.60,5.43,0.485,0.659,0.653,0.595,0.741,0.632
1355030812045,91.59,93.06,32.21,5.43,0.485,0.659,0.653,0.595,0.741,0.632
1355030812046,86.93,91.07,29.68,5.43,0.485,0.659,0.653,0.595,0.741,0.632
1355030812047,91.87,93.61,52.66,5.59,0.549,0.710,0.701,0.652,0.790,0.668
1355030812048,84.05,87.56,37.92,5.59,0.549,0.710,0.701,0.652,0.790,0.668
1355030812049,91.87,93.61,52.66,5.59,0.549,0.710,0.701,0.652,0.790,0.668
1355030812050,86.95,92.62,34.67,5.43,0.485,0.659,0.653,0.595,0.741,0.632
1355030812051,87.53,92.08,37.23,5.43,0.485,0.659,0.653,0.595,0.741,0.632
1355030812052,90.99,92.48,45.62,8.44,0.625,0.746,0.736,0.703,0.822,0.690
1355030812053,91.87,93.61,52.66,5.59,0.549,0.710,0.701,0.652,0.790,0.668
1355030812054,92.92,95.54,47.11,11.42,0.563,0.742,0.721,0.677,0.813,0.682
1355030812055,93.76,95.25,64.85,16.21,0.682,0.797,0.794,0.757,0.881,0.751
1355030813001,96.40,97.97,69.12,21.17,0.756,0.840,0.844,0.811,0.908,0.815
1355030813002,98.63,98.87,80.61,40.75,0.799,0.817,0.914,0.811,0.940,1.000
1355030813003,96.29,97.36,79.33,24.01,0.745,0.837,0.846,0.805,0.912,0.826
1355030813004,91.36,95.13,57.43,32.09,0.766,0.798,0.822,0.787,0.900,0.784
1355030813005,96.40,97.97,69.12,21.17,0.756,0.840,0.844,0.811,0.908,0.815
1355030813006,91.76,94.68,43.93,13.45,0.557,0.776,0.744,0.695,0.838,0.706
1355030813007,96.40,97.97,69.12,21.17,0.756,0.840,0.844,0.811,0.908,0.815
1355030813008,96.40,97.97,69.12,21.17,0.756,0.840,0.844,0.811,0.908,0.815
1355030813009,96.40,97.97,69.12,21.17,0.756,0.840,0.844,0.811,0.908,0.815
1355030813010,96.40,97.97,69.12,21.17,0.756,0.840,0.844,0.811,0.908,0.815
1355030813011,88.54,92.53,34.28,3.63,0.403,0.630,0.632,0.543,0.740,0.629
1355030813012,86.71,91.85,30.40,3.63,0.403,0.630,0.632,0.543,0.740,0.629
1355030813013,92.05,96.10,55.78,32.09,0.766,0.798,0.822,0.787,0.900,0.784
1355030813014,92.26,96.62,65.83,24.01,0.745,0.837,0.846,0.805,0.912,0.826
1355030813015,96.40,97.97,69.12,21.17,0.756,0.840,0.844,0.811,0.908,0.815
1355030813016,96.40,97.97,69.12,21.17,0.756,0.840,0.844,0.811,0.908,0.815
1355030813017,92.26,96.62,65.83,24.01,0.745,0.837,0.846,0.805,0.912,0.826
1355030813018,92.28,95.40,55.57,21.17,0.756,0.840,0.844,0.811,0.908,0.815
1355030813019,92.42,95.16,64.04,21.17,0.756,0.840,0.844,0.811,0.908,0.815
1355030813020,89.88,93.88,41.47,5.04,0.547,0.738,0.702,0.668,0.784,0.660
1355030813021,88.54,92.53,34.28,3.63,0.403,0.630,0.632,0.543,0.740,0.629
1355030813022,89.47,93.56,44.84,5.45,0.396,0.598,0.661,0.521,0.804,0.689
1355030813023,85.43,90.73,29.79,3.63,0.403,0.630,0.632,0.543,0.740,0.629
1355030813024,85.43,90.73,29.79,3.63,0.403,0.630,0.632,0.543,0.740,0.629
1355030813025,89.47,93.56,44.84,5.45,0.396,0.598,0.661,0.521,0.804,0.689
1355030813026,88.55,92.14,27.27,3.63,0.403,0.630,0.632,0.543,0.740,0.629
1355030813027,86.11,91.28,32.42,3.63,0.403,0.630,0.632,0.543,0.740,0.629
1355030813028,89.47,93.56,44.84,5.45,0.396,0.598,0.661,0.521,0.804,0.689
1355030813029,88.62,93.87,38.84,5.45,0.396,0.598,0.661,0.521,0.804,0.689
1355030813030,88.54,92.53,34.28,3.63,0.403,0.630,0.632,0.543,0.740,0.629
1355030813031,88.54,92.53,34.28,3.63,0.403,0.630,0.632,0.543,0.740,0.629
1355030813032,88.54,92.53,34.28,3.63,0.403,0.630,0.632,0.543,0.740,0.629
1355030813033,88.54,92.53,34.28,3.63,0.403,0.630,0.632,0.543,0.740,0.629
1355030813034,85.40,91.66,25.60,3.63,0.403,0.630,0.632,0.543,0.740,0.629
1355030813035,85.30,90.53,21.04,3.63,0.403,0.630,0.632,0.543,0.740,0.629
1355030813036,91.59,96.37,60.86,21.60,0.651,0.764,0.783,0.724,0.882,0.753
1355030813037,95.11,97.19,60.80,19.56,0.667,0.775,0.782,0.737,0.872,0.744
1355030813038,92.80,96.38,57.02,8.93,0.525,0.685,0.707,0.627,0.820,0.687
1355030813039,90.86,93.84,43.69,8.93,0.525,0.685,0.707,0.627,0.820,0.687
1355030813040,92.07,94.56,59.90,11.80,0.619,0.749,0.751,0.703,0.846,0.712
1355030813041,94.00,96.17,57.28,16.46,0.624,0.743,0.760,0.701,0.858,0.729
1355030813042,92.78,94.77,60.26,32.09,0.766,0.798,0.822,0.787,0.900,0.784
1355030813043,92.95,95.23,56.64,20.05,0.655,0.735,0.783,0.707,0.882,0.771
1355030813044,93.91,96.71,51.09,12.43,0.650,0.757,0.775,0.720,0.870,0.742
1355030813045,92.05,96.10,55.78,32.09,0.766,0.798,0.822,0.787,0.900,0.784
1355030813046,89.66,93.69,50.31,12.43,0.650,0.757,0.775,0.720,0.870,0.742
1355030813047,96.16,98.22,64.72,19.73,0.695,0.837,0.801,0.787,0.875,0.746
1355030813048,89.98,94.53,42.92,14.32,0.666,0.735,0.760,0.711,0.853,0.725
1355030813049,93.19,97.09,65.20,22.30,0.716,0.771,0.795,0.752,0.883,0.756
1355030813050,89.88,93.88,41.47,5.04,0.547,0.738,0.702,0.668,0.784,0.660
1355030813051,96.51,96.65,65.15,21.17,0.756,0.840,0.844,0.811,0.908,0.815
1355030813052,92.52,94.63,59.46,16.32,0.662,0.770,0.774,0.732,0.864,0.732
1355030813053,92.74,95.06,54.47,40.75,0.799,0.817,0.914,0.811,0.940,1.000
1355030813054,91.76,94.68,43.93,13.45,0.557,0.776,0.744,0.695,0.838,0.706
1355030813055,90.99,92.48,45.62,8.93,0.525,0.685,0.707,0.627,0.820,0.687
1355030813056,79.20,87.52,15.61,3.63,0.403,0.630,0.632,0.543,0.740,0.629
1355030813057,93.91,96.71,51.09,12.43,0.650,0.757,0.775,0.720,0.870,0.742
1355030813058,92.52,94.63,59.46,16.32,0.662,0.770,0.774,0.732,0.864,0.732
1355030813059,92.05,96.10,55.78,32.09,0.766,0.798,0.822,0.787,0.900,0.784
1355030813060,89.95,93.04,52.44,19.56,0.667,0.775,0.782,0.737,0.872,0.744
1355030813061,91.59,96.37,60.86,21.60,0.651,0.764,0.783,0.724,0.882,0.753
1355030813062,91.76,94.68,43.93,13.45,0.557,0.776,0.744,0.695,0.838,0.706
1355030813063,89.36,92.92,38.44,8.93,0.525,0.685,0.707,0.627,0.820,0.687
1355030813064,92.99,95.01,56.46,20.05,0.655,0.735,0.783,0.707,0.882,0.771
1355030813065,92.63,95.09,59.36,16.32,0.662,0.770,0.774,0.732,0.864,0.732
1355030813066,93.61,95.76,45.41,11.80,0.619,0.749,0.751,0.703,0.846,0.712
1355030813067,89.98,94.53,42.92,14.32,0.666,0.735,0.760,0.711,0.853,0.725
1355030813068,92.05,96.10,55.78,32.09,0.766,0.798,0.822,0.787,0.900,0.784
1355030813069,93.64,95.90,56.71,11.80,0.619,0.749,0.751,0.703,0.846,0.712
1355030813070,87.82,91.85,34.11,8.93,0.525,0.685,0.707,0.627,0.820,0.687
1355030813071,90.86,93.84,43.69,8.93,0.525,0.685,0.707,0.627,0.820,0.687
1355030813072,93.61,95.76,45.41,11.80,0.619,0.749,0.751,0.703,0.846,0.712
1355030813073,92.92,95.95,47.54,13.45,0.557,0.776,0.744,0.695,0.838,0.706
1355030813074,85.40,91.66,25.60,5.04,0.547,0.738,0.702,0.668,0.784,0.660
1355030813075,92.52,94.63,59.46,16.32,0.662,0.770,0.774,0.732,0.864,0.732
1355030813076,91.76,94.68,43.93,13.45,0.557,0.776,0.744,0.695,0.838,0.706
1355030813077,91.94,95.18,36.57,8.93,0.525,0.685,0.707,0.627,0.820,0.687
1355030813078,91.76,94.68,43.93,13.45,0.557,0.776,0.744,0.695,0.838,0.706
1355030813079,92.74,95.06,54.47,40.75,0.799,0.817,0.914,0.811,0.940,1.000
1355030813080,97.71,98.71,81.70,26.51,0.796,0.756,0.863,0.769,0.921,0.908
1355030814001,86.95,92.62,34.67,5.86,0.425,0.601,0.639,0.535,0.754,0.648
1355030814002,85.30,90.53,21.04,5.14,0.452,0.625,0.653,0.561,0.762,0.652
1355030814004,88.55,93.20,33.29,4.95,0.472,0.678,0.683,0.601,0.792,0.668
1355030814005,86.95,92.62,34.67,5.86,0.425,0.601,0.639,0.535,0.754,0.648
1355030814006,85.30,90.53,21.04,5.14,0.452,0.625,0.653,0.561,0.762,0.652
1355030814007,87.88,92.00,22.46,4.68,0.463,0.689,0.657,0.603,0.743,0.634
1355030814008,92.92,95.95,47.54,5.45,0.396,0.598,0.661,0.521,0.804,0.689
1355030814009,87.46,91.50,25.61,5.14,0.452,0.625,0.653,0.561,0.762,0.652
1355030814010,84.05,87.56,37.92,5.86,0.425,0.601,0.639,0.535,0.754,0.648
1355030814011,92.48,94.24,60.96,5.14,0.452,0.625,0.653,0.561,0.762,0.652
1355030814012,93.82,95.47,56.16,17.11,0.646,0.698,0.775,0.680,0.892,0.766
1355030814013,93.98,94.69,53.15,11.42,0.569,0.753,0.733,0.686,0.825,0.695
1355030814014,92.92,95.95,47.54,11.42,0.569,0.753,0.733,0.686,0.825,0.695
1355030814015,94.15,96.15,50.37,15.28,0.677,0.730,0.797,0.712,0.895,0.794
1355030814016,85.30,90.53,21.04,5.14,0.452,0.625,0.653,0.561,0.762,0.652
1355030814017,94.39,96.25,72.70,40.64,0.847,0.834,0.893,0.838,0.924,0.921
1355030814018,96.46,97.77,74.60,40.64,0.847,0.834,0.893,0.838,0.924,0.921
1355030814019,98.63,98.87,80.61,28.05,0.787,0.835,0.867,0.819,0.915,0.871
1355030814020,96.58,98.05,75.22,51.06,0.887,0.873,0.931,0.878,0.934,0.985
1355030814021,94.39,96.25,72.70,40.64,0.847,0.834,0.893,0.838,0.924,0.921
1355030814022,96.86,99.29,80.69,51.06,0.887,0.873,0.931,0.878,0.934,0.985
1355030814023,94.39,96.25,72.70,40.64,0.847,0.834,0.893,0.838,0.924,0.921
1355030814024,93.82,95.47,56.16,17.11,0.646,0.698,0.775,0.680,0.892,0.766
1355030814025,93.88,95.59,53.16,10.78,0.565,0.735,0.740,0.673,0.845,0.712
1355030814026,93.82,95.47,56.16,17.11,0.646,0.698,0.775,0.680,0.892,0.766
1355030814027,96.96,98.15,66.80,28.05,0.787,0.835,0.867,0.819,0.915,0.871
1355030814028,86.15,88.28,43.10,11.42,0.569,0.753,0.733,0.686,0.825,0.695
1355030814029,94.25,96.87,62.39,13.99,0.549,0.718,0.715,0.657,0.815,0.684
1355030814030,94.15,96.15,50.37,15.28,0.677,0.730,0.797,0.712,0.895,0.794
1355030814031,94.15,96.15,50.37,15.28,0.677,0.730,0.797,0.712,0.895,0.794
1355030814032,96.96,98.15,66.80,28.05,0.787,0.835,0.867,0.819,0.915,0.871
1355030814033,96.96,98.15,66.80,28.05,0.787,0.835,0.867,0.819,0.915,0.871
1355030814034,93.82,95.47,56.16,17.11,0.646,0.698,0.775,0.680,0.892,0.766
1355030814035,92.26,96.52,52.70,17.11,0.646,0.698,0.775,0.680,0.892,0.766
1355030814036,94.15,96.15,50.37,15.28,0.677,0.730,0.797,0.712,0.895,0.794
1355030814037,89.33,92.73,41.06,15.28,0.677,0.730,0.797,0.712,0.895,0.794
1355030814038,95.42,95.23,78.60,28.05,0.787,0.835,0.867,0.819,0.915,0.871
1355030814039,93.93,95.65,63.53,28.05,0.787,0.835,0.867,0.819,0.915,0.871
1355030814040,93.82,95.47,56.16,17.11,0.646,0.698,0.775,0.680,0.892,0.766
1355030814041,93.88,95.59,53.16,10.78,0.565,0.735,0.740,0.673,0.845,0.712
1355030814042,89.48,91.96,48.61,11.42,0.569,0.753,0.733,0.686,0.825,0.695
1355030814043,88.55,93.20,33.29,4.95,0.472,0.678,0.683,0.601,0.792,0.668
1355030814044,96.96,98.15,66.80,28.05,0.787,0.835,0.867,0.819,0.915,0.871
1355030814045,85.55,91.16,29.79,4.95,0.472,0.678,0.683,0.601,0.792,0.668
1355030814046,96.96,98.15,66.80,28.05,0.787,0.835,0.867,0.819,0.915,0.871
1355030814047,96.96,98.15,66.80,28.05,0.787,0.835,0.867,0.819,0.915,0.871
1355030814048,94.15,96.15,50.37,15.28,0.677,0.730,0.797,0.712,0.895,0.794
1355030814049,95.52,97.40,71.78,28.05,0.787,0.835,0.867,0.819,0.915,0.871
1355030814050,93.98,94.69,53.15,11.42,0.569,0.753,0.733,0.686,0.825,0.695
1355030815001,84.05,87.56,37.92,7.10,0.532,0.698,0.692,0.638,0.785,0.661
1355030815002,89.47,93.56,44.84,5.45,0.396,0.598,0.661,0.521,0.804,0.689
1355030815003,86.11,91.28,32.42,3.96,0.442,0.613,0.638,0.550,0.743,0.635
1355030815004,84.05,87.56,37.92,9.04,0.605,0.683,0.717,0.656,0.810,0.693
1355030815005,93.31,95.24,53.35,23.29,0.675,0.780,0.809,0.743,0.900,0.792
1355030815006,87.88,92.00,22.46,4.68,0.463,0.689,0.657,0.603,0.743,0.634
1355030815007,87.88,92.00,22.46,4.68,0.463,0.689,0.657,0.603,0.743,0.634
1355030815008,86.11,91.28,32.42,3.96,0.442,0.613,0.638,0.550,0.743,0.635
1355030815009,93.31,95.24,53.35,23.29,0.675,0.780,0.809,0.743,0.900,0.792
1355030815010,84.05,87.56,37.92,9.04,0.605,0.683,0.717,0.656,0.810,0.693
1355030815011,88.44,93.88,40.68,10.06,0.596,0.713,0.734,0.672,0.837,0.704
1355030815013,97.27,98.08,72.69,35.09,0.797,0.895,0.889,0.861,0.918,0.889
1355030815014,97.27,98.08,72.69,35.09,0.797,0.895,0.889,0.861,0.918,0.889
1355030815015,94.09,95.44,72.02,33.74,0.735,0.835,0.846,0.800,0.910,0.833
1355030815016,90.45,92.59,55.67,20.37,0.681,0.761,0.795,0.733,0.893,0.768
1355030815017,90.40,94.05,42.62,10.06,0.596,0.713,0.734,0.672,0.837,0.704
1355030815018,90.26,93.19,45.23,9.53,0.538,0.712,0.715,0.649,0.821,0.687
1355030815019,84.05,87.56,37.92,9.04,0.605,0.683,0.717,0.656,0.810,0.693
1355030815020,90.40,94.05,42.62,10.06,0.596,0.713,0.734,0.672,0.837,0.704
1355030815021,93.31,95.24,53.35,23.29,0.675,0.780,0.809,0.743,0.900,0.792
1355030815022,90.45,92.59,55.67,20.37,0.681,0.761,0.795,0.733,0.893,0.768
1355030815023,94.26,96.51,65.85,33.74,0.735,0.835,0.846,0.800,0.910,0.833
1355030815024,97.37,98.88,64.79,33.74,0.735,0.835,0.846,0.800,0.910,0.833
1355030815025,84.05,87.56,37.92,9.04,0.605,0.683,0.717,0.656,0.810,0.693
1355030815026,94.26,96.51,65.85,33.74,0.735,0.835,0.846,0.800,0.910,0.833
1355030815027,87.46,91.50,25.61,9.04,0.605,0.683,0.717,0.656,0.810,0.693
1355030815028,86.95,92.62,34.67,7.10,0.532,0.698,0.692,0.638,0.785,0.661
1355030815029,92.48,94.24,60.96,33.74,0.735,0.835,0.846,0.800,0.910,0.833
1355030815030,93.31,95.24,53.35,23.29,0.675,0.780,0.809,0.743,0.900,0.792
1355030815031,92.03,94.48,65.94,35.09,0.797,0.895,0.889,0.861,0.918,0.889
1355030815032,97.27,98.08,72.69,35.09,0.797,0.895,0.889,0.861,0.918,0.889
1355030815033,96.29,97.36,79.33,35.09,0.797,0.895,0.889,0.861,0.918,0.889
1355030815034,94.26,96.51,65.85,33.74,0.735,0.835,0.846,0.800,0.910,0.833
1355030815035,94.65,97.88,67.51,20.37,0.681,0.761,0.795,0.733,0.893,0.768
1355030815036,90.45,92.59,55.67,20.37,0.681,0.761,0.795,0.733,0.893,0.768
1355030815037,90.45,92.59,55.67,20.37,0.681,0.761,0.795,0.733,0.893,0.768
1355030815038,90.40,94.05,42.62,10.06,0.596,0.713,0.734,0.672,0.837,0.704
1355030815039,90.40,94.05,42.62,10.06,0.596,0.713,0.734,0.672,0.837,0.704
1355030815040,94.26,96.51,65.85,33.74,0.735,0.835,0.846,0.800,0.910,0.833
1355030815041,89.73,93.72,29.79,7.10,0.532,0.698,0.692,0.638,0.785,0.661
1355030815042,84.05,87.56,37.92,7.10,0.532,0.698,0.692,0.638,0.785,0.661
1355030815043,87.82,91.85,34.11,9.04,0.605,0.683,0.717,0.656,0.810,0.693
1355030815044,94.58,96.92,51.81,20.37,0.681,0.761,0.795,0.733,0.893,0.768
1355030815045,90.40,94.05,42.62,10.06,0.596,0.713,0.734,0.672,0.837,0.704
1355030815046,90.45,92.59,55.67,20.37,0.681,0.761,0.795,0.733,0.893,0.768
1355030815047,86.95,92.62,34.67,5.86,0.425,0.601,0.639,0.535,0.754,0.648
1355030815048,89.27,93.63,30.75,7.10,0.532,0.698,0.692,0.638,0.785,0.661
1355030815049,97.27,98.08,72.69,35.09,0.797,0.895,0.889,0.861,0.918,0.889
1355030815050,96.96,98.15,66.80,23.29,0.675,0.780,0.811,0.743,0.905,0.792
1355030815051,96.04,98.34,59.07,35.09,0.797,0.895,0.889,0.861,0.918,0.889
1355030815052,92.78,94.77,60.26,20.37,0.681,0.761,0.795,0.733,0.893,0.768
1355030816001,94.60,97.15,75.65,50.51,0.916,0.883,0.946,0.894,0.946,1.000
1355030816002,95.66,97.08,74.83,56.72,0.875,0.941,0.945,0.918,0.934,0.984
1355030816003,98.88,100.00,83.61,58.29,0.907,0.885,0.944,0.892,0.943,1.000
1355030816004,98.76,98.20,92.99,53.24,0.903,0.885,0.943,0.891,0.942,1.000
1355030816005,97.17,98.89,77.17,63.10,0.894,0.892,0.935,0.893,0.934,0.981
1355030816006,97.30,97.57,77.03,36.77,0.869,0.872,0.921,0.871,0.931,0.964
1355030816007,97.65,100.00,69.42,48.44,0.830,0.848,0.904,0.842,0.927,0.945
1355030816008,98.34,100.00,83.08,44.43,0.835,0.830,0.921,0.832,0.939,1.000
1355030816009,93.86,94.94,74.35,35.28,0.798,0.806,0.875,0.803,0.921,0.906
1355030816010,94.90,96.51,74.64,25.21,0.686,0.825,0.831,0.776,0.910,0.814
1355030816011,85.30,90.53,21.04,5.14,0.452,0.625,0.653,0.561,0.762,0.652
