Cod_setor,Populacao
354420205000008,1195
354420205000009,316
354420205000010,834
354420205000011,11
354420205000012,385
354420205000013,1228
354420205000014,300
354420205000015,296
354425105000001,531
354425105000002,468
354425105000003,615
354425105000004,532
354425105000005,352
354425105000006,715
354425105000007,479
354425105000008,444
354425105000009,322
354425105000010,440
354425105000011,504
354425105000012,80
354425105000013,663
354425105000014,708
354425105000015,621
354425105000016,635
354425105000017,495
354425105000018,427
354425105000019,561
354425105000020,965
354425105000021,585
354425105000022,397
354425105000023,613
354425105000024,605
354425105000025,404
354425105000026,643
354425105000027,656
354425105000028,148
354425105000029,772
354425105000030,122
354425105000031,919
354425105000032,760
354425105000033,331
354425105000034,160
354425105000035,266
354425105000036,141
354425105000037,123
354425105000038,74
354425105000039,84
354425105000040,3
354425105000041,796
354425105000042,515
354425105000044,17
354430105000001,949
354430105000002,654
354430105000003,701
354430105000004,1173
354430105000005,1124
354430105000006,1170
354430105000007,742
354430105000008,796
354430105000009,1185
354430105000010,274
354430105000011,33
354430105000012,176
354430105000013,622
354440005000001,689
354440005000002,874
354440005000003,162
354440005000004,98
354440005000005,106
354440005000006,93
354440005000007,707
354450905000001,925
354450905000002,802
354450905000003,5
354450905000004,6
354450905000005,8
354450905000006,48
354450905000007,10
354450905000008,56
354450905000009,41
354450905000010,68
354450905000011,14
354450905000012,26
354450905000013,16
354450905000014,398
354450905000016,3
354450910000001,327
354450910000002,109
354460805000001,598
354460805000002,821
354460805000003,455
354460805000004,689
354460805000005,887
354460805000006,1045
354460805000007,4
354460805000008,69
354460805000009,172
354460805000010,145
354460805000011,124
354460805000012,201
354460805000014,7
354470705000001,837
354470705000002,445
354470705000003,188
354470705000004,150
354470705000005,85
354470705000006,153
354470705000007,537
354480605000001,891
354480605000002,1163
354480605000003,975
354480605000004,768
354480605000005,182
354480605000006,49
354480605000007,78
354480605000008,3
354480605000009,28
354480605000010,3
354480605000011,16
354480605000012,2
354480605000013,6
354480605000014,245
354480605000015,299
354480605000016,647
354480605000017,47
354480605000018,46
354480605000020,3
354490505000001,1002
354490505000002,947
354490505000003,493
354490505000004,1523
354490505000005,970
354490505000006,954
354490505000007,409
354490505000008,947
354490505000009,18
354490505000010,311
354490505000011,103
354490505000012,177
354490505000013,175
354490505000014,233
354490505000015,1009
354490505000016,659
354490505000017,638
354500105000001,898
354500105000002,1007
354500105000003,1498
354500105000004,873
354500105000005,976
354500105000006,828
354500105000007,1325
354500105000008,1046
354500105000009,773
354500105000010,727
354500105000011,450
354500105000012,152
354500105000013,286
354500105000014,350
354500105000015,1
354500105000017,1086
354500105000018,203
354500110000001,852
354500110000002,651
354500110000003,547
354500110000004,447
354500110000005,659
354510005000001,570
354510005000002,886
354510005000003,757
354510005000004,578
354510005000005,18
354510005000006,29
354510005000007,21
354510005000008,155
354510005000009,116
354510005000010,158
354510005000011,96
354510005000012,675
354510005000013,750
354510005000014,9
354515905000001,808
354515905000002,660
354515905000003,689
354515905000004,1031
354515905000005,891
354515905000006,1007
354515905000007,652
354515905000008,984
354515905000009,184
354515905000010,153
354520905000001,349
354520905000002,291
354520905000003,247
354520905000004,293
354520905000005,776
354520905000006,350
354520905000007,771
354520905000008,849
354520905000009,461
354520905000010,1156
354520905000011,253
354520905000012,350
354520905000013,227
354520905000014,212
354520905000015,392
354520905000016,809
354520905000017,267
354520905000018,483
354520905000019,499
354520905000020,731
354520905000021,905
354520905000022,538
354520905000023,624
354520905000024,1131
354520905000025,1194
354520905000026,403
354520905000027,780
354520905000028,811
354520905000029,752
354520905000030,511
354520905000031,389
354520905000032,992
354520905000033,388
354520905000034,151
354520905000035,615
354520905000036,745
354520905000037,871
354520905000038,1197
354520905000039,631
354520905000040,893
354520905000041,815
354520905000042,1199
354520905000043,614
354520905000044,1248
354520905000045,1011
354520905000046,1985
354520905000047,1003
354520905000048,857
354520905000049,1021
354520905000050,1192
354520905000051,2
354520905000052,761
354520905000053,562
354520905000054,607
354520905000055,772
354520905000056,905
354520905000057,709
354520905000058,1031
354520905000059,904
354520905000060,1186
354520905000061,654
354520905000062,1035
354520905000063,1457
354520905000064,898
354520905000065,992
354520905000066,1244
354520905000067,630
354520905000068,942
354520905000069,792
354520905000070,826
354520905000071,625
354520905000072,1345
354520905000073,958
354520905000074,346
354520905000075,688
354520905000076,628
354520905000077,895
354520905000078,1013
354520905000079,974
354520905000080,1258
354520905000081,859
354520905000082,738
354520905000083,1161
354520905000084,827
354520905000085,1084
354520905000086,1143
354520905000087,828
354520905000088,688
354520905000089,1035
354520905000090,617
354520905000091,1224
354520905000092,1210
354520905000093,775
354520905000094,1052
354520905000095,846
354520905000096,371
354520905000097,47
354520905000098,60
354520905000099,697
354520905000100,568
354520905000101,880
354520905000102,730
354520905000103,813
354520905000104,764
354520905000105,933
354520905000106,842
354520905000107,313
354520905000108,1461
354520905000109,1247
354520905000110,748
354520905000111,1162
354520905000112,1263
354520905000113,1286
354520905000114,750
354520905000115,670
354520905000116,1018
354520905000117,201
354520905000118,357
354520905000119,32
354520905000120,2
354520905000121,73
354520905000122,12
354520905000123,57
354520905000124,196
354520905000125,228
354520905000126,102
354520905000127,40
354520905000128,523
354520905000129,680
354520905000130,655
354520905000131,742
354520905000132,1099
354520905000133,923
354520905000134,708
354520905000135,746
354520905000136,855
354520905000137,762
354520905000138,612
354520905000139,384
354520905000140,858
354520905000141,1036
354520905000142,652
354520905000143,1400
354530805000001,634
354530805000002,821
354530805000003,536
354530805000004,1097
354530805000005,674
354530805000006,740
354530805000007,572
354530805000008,866
354530805000009,1142
354530805000010,1054
354530805000011,783
354530805000012,1027
354530805000013,835
354530805000014,1236
354530805000015,935
354530805000016,861
354530805000017,1020
354530805000018,850
354530805000019,1318
354530805000020,1005
354530805000021,1016
354530805000022,956
354530805000023,567
354530805000024,870
354530805000025,689
354530805000026,1103
354530805000027,857
354530805000028,828
354530805000029,654
354530805000030,1156
354530805000031,1055
354530805000032,505
354530805000033,431
354530805000034,860
354530805000035,337
354530805000036,258
354530805000037,595
354530805000038,316
354530805000039,636
354530805000040,331
354530805000041,521
354530805000042,340
354530805000043,246
354530805000044,335
354530805000045,265
354530805000046,365
354530805000047,203
354530805000048,213
354530805000049,232
354530805000050,200
354530805000051,336
354530805000052,291
354530805000053,92
354530805000054,450
354530805000055,98
354530805000056,375
354530805000057,452
354530805000058,235
354530805000059,1185
354530805000060,467
354530805000061,654
354530805000062,464
354530805000063,87
354540705000001,942
354540705000002,646
354540705000003,706
354540705000004,813
354540705000005,651
354540705000006,565
354540705000007,833
354540705000008,572
354540705000009,597
354540705000010,371
354540705000011,4
354540705000012,150
354540705000013,136
354540705000014,312
354540705000015,256
354540705000016,594
354540705000017,639
354550605000001,832
354550605000002,1094
354550605000003,647
354550605000004,410
354550605000005,708
354550605000007,8
354560505000001,678
354560505000002,593
354560505000003,862
354560505000004,791
354560505000005,767
354560505000006,806
354560505000007,849
354560505000008,692
354560505000009,1317
354560505000010,971
354560505000011,464
354560505000012,522
354560505000013,443
354560505000014,853
354560505000015,926
354560505000016,4
354560505000017,17
354560505000018,105
354560505000019,169
354560505000020,644
354560505000021,7
354560505000022,11
354560510000001,1017
354560510000002,218
354560515000001,171
354560515000002,179
354560520000001,166
354560520000002,91
354570405000001,536
354570405000002,974
354570405000003,756
354570405000004,586
354570405000005,715
354570405000006,608
354570405000007,1
354570405000008,286
354570405000009,133
354570405000010,141
354570405000011,121
354570405000012,80
354570405000013,166
354570405000014,191
354570405000015,424
354570405000016,5
354580305000001,309
354580305000002,406
354580305000003,453
354580305000004,438
354580305000005,593
354580305000006,516
354580305000007,511
354580305000008,499
354580305000009,263
354580305000010,512
354580305000011,392
354580305000012,858
354580305000013,462
354580305000014,507
354580305000015,842
354580305000016,719
354580305000017,543
354580305000018,472
354580305000019,639
354580305000020,520
354580305000021,703
354580305000022,415
354580305000023,558
354580305000024,478
354580305000025,1059
354580305000026,662
354580305000027,1042
354580305000028,1042
354580305000029,776
354580305000030,1301
354580305000031,657
354580305000032,1035
354580305000033,612
354580305000034,1104
354580305000035,1367
354580305000036,940
354580305000037,973
354580305000038,551
354580305000039,557
354580305000040,761
354580305000041,1014
354580305000042,807
354580305000043,495
354580305000044,722
354580305000045,315
354580305000046,668
354580305000047,812
354580305000048,659
354580305000049,589
354580305000050,374
354580305000051,401
354580305000052,718
354580305000053,872
354580305000054,508
354580305000055,1572
354580305000056,606
354580305000057,599
354580305000058,1854
354580305000059,1177
354580305000060,719
354580305000061,615
354580305000062,1078
354580305000063,786
354580305000064,718
354580305000065,1150
354580305000066,983
354580305000067,879
354580305000068,785
354580305000069,1220
354580305000070,969
354580305000071,801
354580305000072,763
354580305000073,964
354580305000074,901
354580305000075,734
354580305000076,926
354580305000077,1232
354580305000078,1202
354580305000079,809
354580305000080,821
354580305000081,497
354580305000082,916
354580305000083,1226
354580305000084,1038
354580305000085,799
354580305000086,1009
354580305000087,814
354580305000088,708
354580305000089,906
354580305000090,1071
354580305000091,166
354580305000092,1135
354580305000093,842
354580305000094,1185
354580305000095,977
354580305000096,948
354580305000097,717
354580305000098,636
354580305000099,802
354580305000100,909
354580305000101,658
354580305000102,703
354580305000103,672
354580305000104,1213
354580305000105,1401
354580305000106,1153
354580305000107,1226
354580305000108,911
354580305000109,713
354580305000110,842
354580305000111,791
354580305000112,643
354580305000113,678
354580305000114,787
354580305000115,920
354580305000116,907
354580305000117,595
354580305000118,1221
354580305000119,749
354580305000120,658
354580305000121,963
354580305000122,824
354580305000123,1318
354580305000124,335
354580305000125,1059
354580305000126,914
354580305000127,618
354580305000128,608
354580305000129,609
354580305000130,617
354580305000131,701
354580305000132,802
354580305000133,916
354580305000134,812
354580305000135,683
354580305000136,728
354580305000137,1152
354580305000138,645
354580305000139,1168
354580305000140,809
354580305000141,894
354580305000142,1180
354580305000143,1188
354580305000144,551
354580305000145,556
354580305000146,481
354580305000147,679
354580305000148,469
354580305000149,547
354580305000150,663
354580305000151,716
354580305000152,581
354580305000153,559
354580305000154,542
354580305000155,651
354580305000156,148
354580305000157,583
354580305000158,532
354580305000159,535
354580305000160,682
354580305000161,483
354580305000162,455
354580305000163,472
354580305000164,547
354580305000165,451
354580305000166,608
354580305000167,512
354580305000168,494
354580305000169,812
354580305000170,473
354580305000171,738
354580305000172,764
354580305000173,729
354580305000174,416
354580305000175,530
354580305000176,731
354580305000177,706
354580305000178,756
354580305000179,493
354580305000180,531
354580305000181,581
354580305000182,544
354580305000183,593
354580305000184,539
354580305000185,587
354580305000186,528
354580305000187,798
354580305000188,516
354580305000189,771
354580305000190,583
354580305000191,715
354580305000192,1460
354580305000193,761
354580305000194,467
354580305000195,596
354580305000196,622
354580305000197,549
354580305000198,806
354580305000199,456
354580305000200,520
354580305000201,743
354580305000202,703
354580305000203,627
354580305000204,791
354580305000205,666
354580305000206,828
354580305000207,725
354580305000208,687
354580305000209,706
354580305000210,599
354580305000211,688
354580305000212,710
354580305000213,560
354580305000214,580
354580305000215,532
354580305000216,828
354580305000217,1363
354580305000218,1054
354580305000219,1172
354580305000220,498
354580305000221,648
354580305000222,636
354580305000223,1039
354580305000224,1263
354580305000225,812
354580305000228,315
354580305000229,54
354580305000231,12
354580305000232,272
354580305000233,79
354580305000234,92
354580305000235,1069
354580305000236,1119
354580305000237,4
354580305000238,128
354580305000240,51
354580305000241,237
354580305000242,265
354580305000243,459
354580305000244,70
354580305000245,4
354580305000246,642
354580305000247,1152
354580305000248,684
354580305000249,911
354580305000250,21
354580305000252,10
354580305000253,219
354580305000254,21
354580305000255,1059
354580305000256,1329
354580305000257,956
354600905000001,249
354600905000002,320
354600905000003,783
354600905000004,552
354600905000005,752
354600905000006,636
354600905000007,544
354600905000008,762
354600905000009,816
354600905000010,528
354600905000011,585
354600905000012,369
354600905000013,502
354600905000014,237
354600905000015,515
354600905000016,23
354600905000017,463
354600905000018,136
354600905000019,808
354600905000020,263
354600905000021,560
354600905000022,575
354600905000023,217
354600905000024,192
354600905000025,309
354600905000026,218
354600905000027,190
354600905000028,42
354600905000029,149
354600905000030,521
354600905000031,509
354600905000032,132
354600905000033,119
354600905000034,187
354610805000001,822
354610805000002,721
354610805000003,5
354610805000004,23
354610805000005,333
354610805000006,180
354620705000001,104
354620705000002,479
354620705000003,469
354620705000005,441
354620705000006,304
354620705000007,385
354620705000008,610
354620705000009,661
354620705000010,283
354620705000011,113
354620705000012,153
354625605000001,772
354625605000002,547
354625605000003,410
354625605000004,220
354625605000005,4
354630605000001,364
354630605000002,507
354630605000003,835
354630605000004,553
354630605000005,705
354630605000006,477
354630605000007,480
354630605000008,842
354630605000009,760
354630605000010,730
354630605000011,769
354630605000012,609
354630605000013,881
354630605000014,842
354630605000015,554
354630605000016,1021
354630605000017,657
354630605000018,709
354630605000019,878
354630605000020,881
354630605000021,849
354630605000022,905
354630605000023,429
354630605000024,670
354630605000025,949
354630605000026,763
354630605000027,727
354630605000028,728
354630605000029,665
354630605000030,1142
354630605000031,633
354630605000032,125
354630605000034,681
354630605000036,40
354630605000037,162
354630605000038,191
354630605000039,89
354630605000040,39
354630605000041,133
354630605000042,135
354630605000043,56
354630605000044,87
354630605000045,395
354630605000046,554
354630605000048,14
354630605000049,745
354630605000053,811
354630605000054,681
354630605000055,694
354630605000056,752
354630605000057,444
354630605000058,590
354640505000001,460
354640505000002,591
354640505000003,941
354640505000004,628
354640505000005,538
354640505000006,55
354640505000007,689
354640505000008,412
354640505000009,324
354640505000010,343
354640505000011,364
354640505000012,474
354640505000013,371
354640505000014,571
354640505000015,640
354640505000016,435
354640505000017,723
354640505000018,758
354640505000019,737
354640505000020,1083
354640505000021,459
354640505000022,409
354640505000023,656
354640505000024,779
354640505000025,952
354640505000026,528
354640505000027,909
354640505000028,489
354640505000029,507
354640505000030,642
354640505000031,483
354640505000032,585
354640505000033,658
354640505000034,582
354640505000035,424
354640505000036,722
354640505000037,931
354640505000038,703
354640505000039,579
354640505000040,779
354640505000041,648
354640505000042,863
354640505000043,791
354640505000044,578
354640505000045,939
354640505000046,981
354640505000047,691
354640505000048,1154
354640505000049,615
354640505000050,1078
354640505000051,784
354640505000052,759
354640505000053,716
354640505000054,938
354640505000055,680
354640505000056,283
354640505000057,495
354640505000058,247
354640505000059,215
354640505000060,141
354640505000061,372
354640505000062,265
354640505000063,283
354640505000064,441
354640505000065,681
354640505000066,695
354640505000067,572
354640505000068,722
354640505000069,784
354640505000070,14
354640510000001,335
354640510000002,108
354640510000003,393
354640510000004,83
354640515000001,3
354640515000002,203
354640525000001,220
354640525000002,238
354650405000001,962
354650405000002,1436
354650405000003,1466
354650405000004,1281
354650405000009,423
354660305000001,448
354660305000002,1003
354660305000003,835
354660305000004,653
354660305000005,873
354660305000006,784
354660305000007,830
354660305000008,664
354660305000009,665
354660305000010,718
354660305000011,826
354660305000012,907
354660305000013,50
354660305000014,684
354660305000015,615
354660305000016,923
354660305000017,613
354660305000018,762
354660305000019,1200
354660305000020,954
354660305000021,1092
354660305000022,579
354660305000023,604
354660305000024,1281
354660305000025,1267
354660305000026,899
354660305000027,946
354660305000028,1516
354660305000029,702
354660305000030,697
354660305000031,583
354660305000032,72
354660305000033,6
354660305000034,15
354660305000035,51
354660305000036,22
354660305000037,18
354660305000038,56
354660305000039,24
354660305000040,219
354660305000041,282
354660305000042,274
354660305000043,268
354660305000044,108
354660305000045,796
354660305000046,644
354660305000047,640
354660305000048,562
354660305000050,7
354660305000051,2
354670205000001,569
354670205000002,422
354670205000003,722
354670205000004,184
354670205000005,368
354670205000006,106
354670205000007,562
354670205000008,45
354670205000009,24
354670205000010,771
354670205000011,1329
354670205000012,1018
354670205000013,1162
354670205000014,4
354670205000015,678
354670205000016,1028
354670205000017,849
354670205000018,1094
354670205000019,726
354670205000020,145
354670205000021,85
354670205000022,656
354670205000023,822
354670205000024,636
354670205000025,739
354670205000026,697
354670205000027,721
354670205000028,480
354670205000029,562
354670205000030,7
354670205000031,292
354670205000032,502
354670205000033,45
354670205000035,360
354670205000036,138
354670205000037,232
354670205000038,388
354670205000039,414
354670205000040,155
354670205000041,678
354670205000042,211
354670205000043,380
354670205000044,242
354670205000045,386
354680105000001,561
354680105000002,607
354680105000003,596
354680105000004,789
354680105000005,813
354680105000006,913
354680105000007,1018
354680105000008,1142
354680105000009,1003
354680105000010,593
354680105000011,414
354680105000012,783
354680105000013,888
354680105000014,855
354680105000015,1114
354680105000016,1414
354680105000017,1481
354680105000018,731
354680105000019,914
354680105000020,1038
354680105000021,1019
354680105000022,807
354680105000023,858
354680105000024,800
354680105000025,1233
354680105000026,685
354680105000027,789
354680105000028,721
354680105000029,994
354680105000030,221
354680105000031,534
354680105000032,757
354680105000033,759
354680105000034,439
354680105000035,1253
354680105000036,625
354680105000037,272
354680105000038,288
354680105000039,830
354680105000040,1072
354680105000041,650
354680105000042,774
354680105000043,68
354680105000044,38
354680105000045,119
354680105000046,603
354680105000047,271
354680105000048,156
354680105000049,264
354680105000050,75
354680105000051,105
354680105000052,140
354680105000053,174
354680105000054,99
354680105000055,607
354680105000056,659
354680105000057,343
354680105000058,567
354680105000059,578
354680105000060,440
354680105000061,700
354680105000062,360
354680105000063,591
354680105000064,394
354680105000065,434
354680105000066,846
354680105000067,449
354680105000068,158
354680105000069,217
354680105000070,548
354680105000071,124
354680105000072,125
354680105000073,523
354680105000074,161
354680105000075,184
354680105000076,584
354680105000077,258
354680105000078,318
354680105000079,148
354680105000080,70
354680105000081,453
354680105000082,296
354680105000083,1159
354680105000084,759
354680105000085,1160
354680105000086,81
354690005000001,885
354690005000002,1091
354690005000003,1236
354690005000004,1041
354690005000005,655
354690005000006,823
354690005000007,1012
354690005000008,1011
354690005000009,235
354690005000010,259
354700705000001,461
354700705000002,828
354700705000003,698
354700705000004,1028
354700705000005,543
354700705000006,1207
354700705000007,7
354700705000008,126
354700705000009,382
354700705000010,133
354710605000001,478
354710605000002,573
354710605000003,494
354710605000004,117
354710605000005,204
354710605000006,469
354710610000001,444
354710610000002,52
354720505000001,474
354720505000003,188
354720505000004,135
354720505000005,221
354720505000006,623
354730405000001,372
354730405000002,1286
354730405000003,945
354730405000004,1145
354730405000005,864
354730405000006,895
354730405000007,672
354730405000008,628
354730405000009,935
354730405000010,1260
354730405000011,856
354730405000012,632
354730405000013,591
354730405000014,572
354730405000015,748
354730405000016,1592
354730405000017,972
354730405000018,448
354730405000019,1054
354730405000020,490
354730405000021,1652
354730405000022,1822
354730405000023,1692
354730405000024,3
354730405000025,2355
354730405000026,1656
354730405000027,792
354730405000028,1867
354730405000029,1434
354730405000030,2021
354730405000031,2548
354730405000032,1468
354730405000033,1001
354730405000034,1610
354730405000035,569
354730405000036,423
354730405000037,1161
354730405000038,1335
354730405000039,2131
354730405000040,682
354730405000041,998
354730405000042,741
354730405000043,1321
354730405000044,1032
354730405000045,1250
354730405000046,1347
354730405000047,1349
354730405000048,913
354730405000049,1359
354730405000050,1429
354730405000051,1622
354730405000052,1050
354730405000053,1180
354730405000054,650
354730405000055,1451
354730405000056,2194
354730405000057,1672
354730405000058,1076
354730405000059,1539
354730405000060,1019
354730405000061,1374
354730405000062,1563
354730405000063,1327
354730405000064,672
354730405000065,1556
354730405000066,1704
354730405000067,93
354730405000068,152
354730405000069,154
354730405000071,1521
354730405000072,765
354730405000073,641
354730405000074,741
354730405000075,1986
354730405000076,770
354730405000077,1031
354730405000078,1786
354730405000079,848
354730405000080,856
354730405000081,316
354730405000082,948
354730405000083,1139
354730405000084,1169
354730405000085,672
354730405000086,837
354730405000087,1160
354730405000088,934
354730405000089,887
354730405000090,1016
354730405000091,1036
354730405000092,604
354730405000093,720
354730405000094,404
354730405000095,945
354730405000096,263
354730405000097,581
354730405000098,421
354730405000099,658
354730405000100,423
354730405000101,392
354730405000102,422
354730405000103,673
354730405000104,326
354730405000105,378
354730405000106,874
354730405000107,435
354730405000108,269
354740305000001,686
354740305000002,736
354740305000003,256
354740305000005,138
354740305000006,142
354740305000007,137
354740310000001,95
354740310000002,138
354740310000003,215
354750205000001,268
354750205000002,570
354750205000003,457
354750205000004,418
354750205000005,502
354750205000006,541
354750205000007,596
354750205000008,608
354750205000009,666
354750205000010,519
354750205000011,785
354750205000012,811
354750205000013,523
354750205000014,482
354750205000015,679
354750205000016,484
354750205000017,779
354750205000018,526
354750205000019,749
354750205000020,540
354750205000021,743
354750205000022,471
354750205000024,510
354750205000026,1012
354750205000027,756
354750205000028,764
354750205000029,535
354750205000030,2
354750205000031,499
354750205000032,718
354750205000033,523
354750205000034,330
354750205000035,495
354750205000036,137
354750205000037,362
354750205000043,166
354750205000045,111
354750205000046,84
354750205000047,355
354750205000048,355
354750205000049,610
354750205000050,546
354750205000051,521
354750205000052,439
354750205000053,753
354750205000054,557
354750205000056,494
354750205000057,117
354750205000058,622
354750205000059,483
354750210000001,523
354750210000002,382
354760105000001,790
354760105000002,346
354760105000003,710
354760105000004,1214
354760105000005,1260
354760105000006,609
354760105000007,882
354760105000008,1099
354760105000009,620
354760105000010,394
354760105000011,731
354760105000012,696
354760105000013,529
354760105000014,598
354760105000015,530
354760105000016,483
354760105000017,666
354760105000018,511
354760105000019,921
354760105000020,800
354760105000021,786
354760105000022,1228
354760105000023,567
354760105000024,626
354760105000025,1089
354760105000026,1026
354760105000027,577
354760105000028,683
354760105000029,174
354760105000030,334
354760105000031,199
354760105000032,288
354760105000033,768
354760105000034,834
354760105000035,294
354765005000001,673
354765005000003,143
354765005000004,390
354765005000005,238
354765005000006,3
354770005000001,602
354770005000002,1015
354770005000003,703
354770005000004,747
354770005000005,1246
354770005000006,1019
354770005000007,1123
354770005000008,616
354770005000009,823
354770005000010,909
354770005000011,968
354770005000012,651
354770005000013,474
354770005000014,790
354770005000015,1102
354770005000016,1015
354770005000017,953
354770005000018,1302
354770005000019,521
354770005000020,755
354770005000021,386
354770005000022,723
354770005000023,529
354770005000024,134
354770005000025,123
354770005000026,126
354770005000027,143
354770005000028,69
354770005000029,158
354770005000030,89
354770005000031,93
354770005000032,267
354770005000033,79
354770005000034,109
354770005000035,5
354770005000036,13
354770005000037,51
354770005000038,28
354770005000039,9
354770005000040,7
354780905000001,541
354780905000002,563
354780905000003,500
354780905000004,385
354780905000005,416
354780905000006,761
354780905000007,197
354780905000008,400
354780905000009,577
354780905000010,629
354780905000011,425
354780905000012,432
354780905000013,835
354780905000014,372
354780905000015,31
354780905000016,1049
354780905000017,303
354780905000018,349
354780905000019,577
354780905000020,522
354780905000021,685
354780905000022,522
354780905000023,715
354780905000024,154
354780905000025,631
354780905000026,851
354780905000027,474
354780905000028,526
354780905000029,119
354780905000030,202
354780905000031,791
354780905000032,335
354780905000033,401
354780905000034,139
354780905000035,41
354780905000036,76
354780905000037,792
354780905000038,442
354780905000039,605
354780905000040,457
354780905000041,974
354780905000042,620
354780905000044,710
354780905000045,534
354780905000046,1079
354780905000047,583
354780905000048,550
354780905000049,830
354780905000050,605
354780905000051,591
354780905000052,661
354780905000053,451
354780905000054,495
354780905000055,573
354780905000056,615
354780905000057,444
354780905000058,482
354780905000059,447
354780905000060,491
354780905000061,829
354780905000062,607
354780905000063,199
354780905000064,395
354780905000065,292
354780905000066,676
354780905000067,624
354780905000068,271
354780905000069,697
354780905000070,373
354780905000071,452
354780905000072,498
354780905000073,600
354780905000074,743
354780905000075,326
354780905000076,613
354780905000077,547
354780905000078,380
354780905000079,573
354780905000080,813
354780905000081,582
354780905000082,853
354780905000084,621
354780905000085,455
354780905000086,314
354780905000087,434
354780905000088,533
354780905000089,876
354780905000090,890
354780905000091,751
354780905000092,1219
354780905000093,241
354780905000094,789
354780905000095,554
354780905000096,788
354780905000097,193
354780905000098,941
354780905000099,687
354780905000100,1854
354780905000101,783
354780905000102,22
354780905000103,851
354780905000104,53
354780905000105,1010
354780905000106,639
354780905000107,746
354780905000108,640
354780905000109,698
354780905000110,975
354780905000111,425
354780905000112,452
354780905000113,624
354780905000114,349
354780905000115,193
354780905000116,630
354780905000117,846
354780905000118,517
354780905000119,64
354780905000120,1191
354780905000121,1143
354780905000122,760
354780905000123,691
354780905000124,785
354780905000125,54
354780905000126,506
354780905000127,974
354780905000128,456
354780905000129,529
354780905000130,968
354780905000131,974
354780905000132,756
354780905000133,864
354780905000134,797
354780905000135,319
354780905000136,669
354780905000137,286
354780905000138,959
354780905000139,743
354780905000140,989
354780905000141,613
354780905000142,970
354780905000143,911
354780905000144,938
354780905000145,447
354780905000146,192
354780905000147,1059
354780905000148,994
354780905000149,647
354780905000150,606
354780905000151,275
354780905000152,777
354780905000153,811
354780905000154,161
354780905000155,1032
354780905000156,1027
354780905000157,392
354780905000158,331
354780905000159,578
354780905000160,870
354780905000161,467
354780905000162,801
354780905000163,892
354780905000164,1018
354780905000165,457
354780905000166,797
354780905000167,702
354780905000168,582
354780905000169,637
354780905000170,635
354780905000171,927
354780905000172,467
354780905000174,239
354780905000175,931
354780905000176,786
354780905000177,654
354780905000178,685
354780905000179,340
354780905000180,709
354780905000181,667
354780905000182,831
354780905000183,131
354780905000184,343
354780905000185,773
354780905000186,807
354780905000187,941
354780905000188,558
354780905000189,977
354780905000190,945
354780905000191,806
354780905000192,879
354780905000193,703
354780905000194,499
354780905000195,772
354780905000196,578
354780905000197,628
354780905000198,624
354780905000199,554
354780905000200,848
354780905000201,857
354780905000202,638
354780905000203,539
354780905000204,55
354780905000205,523
354780905000206,737
354780905000207,592
354780905000208,617
354780905000209,738
354780905000210,463
354780905000211,563
354780905000212,787
354780905000213,1154
354780905000214,776
354780905000215,376
354780905000216,319
354780905000217,518
354780905000218,835
354780905000219,1084
354780905000221,5
354780905000222,762
354780905000223,417
354780905000224,127
354780905000225,850
354780905000226,494
354780905000227,504
354780905000228,865
354780905000229,745
354780905000230,1157
354780905000231,708
354780905000232,825
354780905000233,637
354780905000234,621
354780905000235,3
354780905000236,274
354780905000237,688
354780905000238,726
354780905000239,600
354780905000240,644
354780905000241,642
354780905000242,908
354780905000243,85
354780905000244,801
354780905000245,588
354780905000246,632
354780905000247,532
354780905000248,790
354780905000249,586
354780905000250,856
354780905000251,692
354780905000252,965
354780905000253,384
354780905000254,862
354780905000255,800
354780905000256,832
354780905000257,911
354780905000258,746
354780905000259,707
354780905000260,819
354780905000261,615
354780905000262,504
354780905000263,1019
354780905000265,571
354780905000267,1051
354780905000268,951
354780905000269,148
354780905000270,859
354780905000271,1032
354780905000272,769
354780905000273,1105
354780905000274,986
354780905000275,1065
354780905000276,1199
354780905000277,522
354780905000278,36
354780905000279,826
354780905000280,834
354780905000281,443
354780905000282,507
354780905000283,623
354780905000284,795
354780905000285,795
354780905000286,802
354780905000287,223
354780905000288,515
354780905000289,1055
354780905000290,1338
354780905000291,381
354780905000292,827
354780905000293,46
354780905000294,378
354780905000295,601
354780905000296,408
354780905000297,946
354780905000298,246
354780905000299,991
354780905000300,723
354780905000301,786
354780905000302,436
354780905000303,897
354780905000304,504
354780905000305,830
354780905000306,223
354780905000307,548
354780905000308,319
354780905000309,704
354780905000310,929
354780905000311,620
354780905000312,526
354780905000313,1055
354780905000314,870
354780905000315,651
354780905000316,1152
354780905000317,504
354780905000318,219
354780905000319,820
354780905000320,486
354780905000321,889
354780905000322,651
354780905000323,678
354780905000324,70
354780905000325,529
354780905000326,1694
354780905000327,978
354780905000328,457
354780905000329,1096
354780905000330,651
354780905000331,509
354780905000332,841
354780905000333,1437
354780905000334,399
354780905000335,708
354780905000336,4
354780905000337,736
354780905000338,767
354780905000339,1021
354780905000340,605
354780905000341,553
354780905000342,795
354780905000343,944
354780905000344,360
354780905000345,984
354780905000346,992
354780905000347,793
354780905000348,603
354780905000349,2579
354780905000350,1126
354780905000351,245
354780905000352,547
354780905000353,332
354780905000354,773
354780905000355,373
354780905000356,770
